UnitPrice,OrderQuantity
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
699.0982,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3399.99,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3374.99,1
3399.99,1
3399.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
699.0982,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
699.0982,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3399.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
699.0982,1
699.0982,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3399.99,1
3578.27,1
3399.99,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3399.99,1
3399.99,1
3578.27,1
3399.99,1
3399.99,1
3374.99,1
3578.27,1
3374.99,1
699.0982,1
3578.27,1
3399.99,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3399.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3399.99,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
699.0982,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3374.99,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
699.0982,1
3374.99,1
3399.99,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
699.0982,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3399.99,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3399.99,1
3399.99,1
3374.99,1
3578.27,1
3374.99,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3399.99,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
699.0982,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
699.0982,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3399.99,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3399.99,1
3374.99,1
3374.99,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
699.0982,1
3374.99,1
3399.99,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
3399.99,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
699.0982,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
699.0982,1
3399.99,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
699.0982,1
3578.27,1
3374.99,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3374.99,1
3399.99,1
3399.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3374.99,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
699.0982,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
3374.99,1
3374.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3374.99,1
699.0982,1
3578.27,1
3399.99,1
3374.99,1
699.0982,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3399.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3399.99,1
3374.99,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3399.99,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3399.99,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3374.99,1
3578.27,1
3578.27,1
699.0982,1
699.0982,1
3578.27,1
3578.27,1
3399.99,1
3399.99,1
3374.99,1
699.0982,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3399.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
699.0982,1
3374.99,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3578.27,1
3374.99,1
699.0982,1
3578.27,1
3578.27,1
3374.99,1
699.0982,1
3578.27,1
3578.27,1
3578.27,1
